No,Nama_Dosen,Prodi,Fakultas,Profile_URL_SINTA,Profile_URL_GScholar,Sinta_Score,Sinta_Score_3Yr,Affil_Score,Affil_Score_3Yr,Total_Publikasi_GS,Sitasi_GS,h_index_GS,i10_index_GS,Pub_2020,Pub_2021,Pub_2022,Pub_2023,Pub_2024,Pub_2025,Pub_2026,Kategori_Kinerja,Anomali,Keterangan_Anomali
1190,NUR AZISYAH MUKMIN,Sosiologi (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/6938343,,4,0,189343,0,3,6,2,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1191,KINAYUNG SYAFIRA ARATUZA,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6960935,https://scholar.google.com/citations?user=rsqD5F8AAAAJ,3,2,138710,88077,3,6,2,0,0,0,0,1,3,1,1,Buruk,Tidak,
1192,SADRI,Matematika (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/6806490,https://scholar.google.com/citations?user=msK4SacAAAAJ,351,338,0,0,3,6,1,0,0,0,0,0,0,0,0,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1193,LA ODE DIRMAN,Kajian Budaya (S2),Pascasarjana,https://sinta.kemdiktisaintek.go.id/authors/profile/5982466,https://scholar.google.com/citations?user=2RPiBdsAAAAJ,70,21,266092,6023,3,6,1,0,0,0,0,0,0,0,0,Rendah,Tidak,
1194,SITI KADRI YANTI SARI,Administrasi Bisnis (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/6655396,,17,13,391969,240066,3,6,1,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1195,DESY SRIWULAN,Agrobisnis Perikanan (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/6681942,,52,9,905209,649733,3,4,1,0,0,0,0,0,0,0,0,Rendah,Diperbaiki,Sinta Profile Rescued
1196,WA ODE SAKTILA MAYANG SARI,Bimbingan dan Konseling (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6853402,https://scholar.google.com/citations?user=s-CNUM8AAAAJ,2,1,125521,37444,3,2,1,0,0,0,0,0,0,0,0,Buruk,Tidak,
1197,"RAHMAN,S.KM.,M.P.H",Kesehatan Masyarakat (S1),Fakultas Kesehatan Masyarakat,"https://sinta.kemdiktisaintek.go.id/authors?q=RAHMAN,S.KM.,M.P.H&search=1",https://scholar.google.com/citations?user=osdrWd4AAAAJ,0,0,0,0,3,2,1,0,0,0,0,0,1,1,0,Buruk,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1198,YUSNITA,Administrasi Bisnis (S1),Fakultas Ilmu Sosial dan Ilmu Politik,https://sinta.kemdiktisaintek.go.id/authors/profile/6003701,https://scholar.google.com/citations?user=zybKglQAAAAJ,5158,1370,5156,1370,3,1,1,0,0,0,0,0,0,0,0,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1199,SIRAJUDDIN,Jurnalistik (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6005354,https://scholar.google.com/citations?user=gtWhWgIAAAAJ,3174,950,1782,537,3,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1200,DODI SANTOSO,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6698222,https://scholar.google.com/citations?user=fPiDrvIAAAAJ,2,0,112332,0,3,0,0,0,0,0,0,0,0,0,0,Buruk,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1201,LA ODE MUHAMMAD SAUM FASIHU,Akuntansi (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6977984,https://scholar.google.com/citations?user=YsCG9QQAAAAJ,2,1,112332,37444,3,0,0,0,0,0,0,0,0,0,0,Buruk,Tidak,
1202,MUHAMMAD ZAIKIN,Akuntansi (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/6978673,,14,14,138890,138890,2,79,1,1,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1203,LA ODE SIDU MARAFAD,Unknown,,https://sinta.kemdiktisaintek.go.id/authors/profile/6781518,,48,3,201987,314,2,64,1,1,0,0,0,0,0,0,0,Rendah,Diperbaiki,Sinta Profile Rescued
1204,LA MARONTA GALIB,Pendidikan IPA (S2),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6755222,https://scholar.google.com/citations?user=GTfUENYAAAAJ,11,1,102270,594,2,35,2,1,0,0,0,0,0,0,0,Buruk,Tidak,
1205,MUHARDI MUSTAFA,Teknik Pertambangan (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6882347,https://scholar.google.com/citations?user=h1Jeg_AAAAAJ,79,79,121979,121979,2,28,2,1,0,0,1,7,6,13,1,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. [D] Lonjakan Tidak Wajar: 600% di Tahun 2023. 
1206,RAMADAN TABIU,Ilmu Hukum (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/6759152,,27,10,105104,0,2,21,2,1,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1207,AGNES MERSATIKA HARTOYO,Unknown,,https://sinta.kemdiktisaintek.go.id/authors/profile/259998,,13,6,290417,1903,2,18,2,1,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1208,ZIDA MAULINA AINI,Kedokteran (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/5977519,,9,1,438876,594,2,15,2,1,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1209,LA ODE SAHIDDIN,Teknik Geofisika (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6918774,https://scholar.google.com/citations?user=jmSrg94AAAAJ,7,6,152213,101584,2,7,2,0,0,0,0,0,1,6,0,Buruk,Ya,[D] Lonjakan Tidak Wajar: 500% di Tahun 2025. 
1210,LA ODE ABDUL NATSIR,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6760979,https://scholar.google.com/citations?user=HTxYQ6cAAAAJ,2,1,125517,37444,2,5,1,0,0,0,0,0,0,0,0,Buruk,Tidak,
1211,SANDY SUSENO,Arkeologi (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/6693315,,23,0,1141070,0,2,3,1,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1212,LA ODE ABUL MUFAKHIR,Ilmu Hukum (S1),Fakultas Hukum,https://sinta.kemdiktisaintek.go.id/authors/profile/6903885,https://scholar.google.com/citations?user=JYj4o5sAAAAJ,2,2,88077,88077,2,3,1,0,0,0,0,0,1,2,0,Buruk,Tidak,
1213,IZAL,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/28599,https://scholar.google.com/citations?user=2-5UadcAAAAJ,6580,1380,0,0,2,2,1,0,0,0,0,0,0,0,0,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1214,NAIM,Pendidikan Fisika (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6031974,https://scholar.google.com/citations?user=E3Q2coEAAAAJ,2100,453,2100,453,2,2,1,0,0,0,0,0,0,0,0,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1215,WISDHA AHDIYANI,Arsitektur (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/6800246,,10,6,438572,200719,2,2,1,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1216,"AL FIRMAN, S.SI., M.SC",Teknik Geologi (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6917277,https://scholar.google.com/citations?user=NVmCiGkAAAAJ,4,3,75202,314,2,2,1,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
1217,MARIANA ASMANINGDIAH,Kedokteran (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6947096,https://scholar.google.com/citations?user=YIFd7Y0AAAAJ,2,2,88073,88073,2,2,1,0,0,0,0,0,0,0,0,Buruk,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1218,AKHMAD FIRMAN,Unknown,,https://sinta.kemdiktisaintek.go.id/authors/profile/5981129,,21,0,785811,0,2,1,1,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1219,FROLIS LABIRO,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/7005493,https://scholar.google.com/citations?user=RQlDpDEAAAAJ,2,2,88073,88073,2,1,1,0,0,0,0,0,0,0,0,Buruk,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1220,DHEAVIVI AYU DIAN PEBRIAN,Ekonomi Pembangunan (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6987215,https://scholar.google.com/citations?user=hrN1abQAAAAJ,1,0,74888,0,2,1,1,0,0,0,0,0,0,0,0,Buruk,Tidak,
1221,NORMA MUHTAR,Matematika (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/6680720,https://scholar.google.com/citations?user=ZFBS3lcAAAAJ,203,106,207961,55309,2,0,0,0,0,0,0,0,0,0,0,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1222,SUHARNI SUDDIN,Ilmu Sejarah (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6681533,https://scholar.google.com/citations?user=jHhE15AAAAAJ,184,184,77614,77614,2,0,0,0,0,0,0,0,0,0,0,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1223,LA SUDU,Sastra Indonesia (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6693796,https://scholar.google.com/citations?user=h39Fu0cAAAAJ,170,118,84666,6113,2,0,0,0,0,0,0,0,0,0,0,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1224,AGUSRAWATI,Statistika (D3),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/5983040,https://scholar.google.com/citations?user=ZRbZW94AAAAJ,55,4,92208,908,2,0,0,0,0,0,0,0,0,0,0,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1225,LA ODE SAMSUL BARANI,Ekonomi Pembangunan (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/5984006,https://scholar.google.com/citations?user=-EhjcCUAAAAJ,44,36,163097,11418,2,0,0,0,0,0,0,0,0,0,0,Rendah,Tidak,
1226,"LADE ALBAR KALZA,SKM.,M.P.H",Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6693239,https://scholar.google.com/citations?user=Cmew2ucAAAAJ,38,36,121200,8868,2,0,0,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued (Extreme Mode)
1227,WA ODE NUR IMAN,Sastra Indonesia (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6658151,https://scholar.google.com/citations?user=RX4jcSYAAAAJ,16,12,167365,3806,2,0,0,0,0,0,0,0,0,0,0,Buruk,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1228,"MUHAMMAD FADHILLAH,S.PD.,M.PD",Bimbingan dan Konseling (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6739416,https://scholar.google.com/citations?user=eww125AAAAAJ,8,7,114235,39347,2,0,0,0,0,0,0,0,0,0,0,Buruk,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1229,MUHAMMAD IQBAL ABUBAKAR ABDURRAHMAN,Arsitektur (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/6873395,,2,2,88085,88085,1,7,1,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1230,SULTRAYANSA,Ilmu Komunikasi (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/6894392,,6,4,312757,200425,1,5,1,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1231,MUTIA NUR FADHILAH RUSLAN,Unknown,,https://sinta.kemdiktisaintek.go.id/authors/profile/6981728,,2,0,50637,0,1,5,1,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1232,RATNA,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/5980142,https://scholar.google.com/citations?user=0oxLZxsAAAAJ,4335,1274,4335,1274,1,3,1,0,0,0,0,0,0,0,0,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1233,LA ODE MUSTAFA R,Ilmu Politik (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/6686373,,8,1,39941,594,1,2,1,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1234,I WAYAN SUAMA,Pendidikan Biologi (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/6644405,,1,0,50633,0,1,2,1,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1235,LA ODE KALIMIN,Unknown,,https://sinta.kemdiktisaintek.go.id/authors/profile/6201728,,1,0,50633,0,1,2,1,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1236,LELLY SUHARTINI,Pendidikan Bahasa Inggris (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6668520,https://scholar.google.com/citations?user=WHtP9ccAAAAJ,167,3,80711,314,1,1,1,0,0,0,0,0,0,0,0,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1237,TAPSIL,Teknik Sipil (D3),,https://sinta.kemdiktisaintek.go.id/authors/profile/6923409,,14,0,239035,0,1,1,1,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1238,WAWAN MARYHANJONO,Pendidikan Bahasa Inggris (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6724699,https://scholar.google.com/citations?user=iYp9qagAAAAJ,6,1,177932,594,1,1,1,0,0,0,0,0,0,0,0,Buruk,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1239,ZULZAMAN,Antropologi (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/6917916,,6,6,200719,163275,1,1,1,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1240,TAUFAN SUFATRIANSA AWAL,Unknown,,https://sinta.kemdiktisaintek.go.id/authors/profile/6955999,,4,1,275293,37444,1,1,1,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1241,ILHAMURRAHMAN M HUBAIB,Pendidikan Ekonomi (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/6972949,,3,1,138706,37444,1,1,1,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1242,ADHI SETIAWAN SAMSUL,Teknik Elektro (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/6971446,,1,1,50629,50629,1,1,1,0,0,0,0,0,0,0,0,Buruk,Diperbaiki,Sinta Profile Rescued
1243,MURNIATI,Pendidikan Akuntansi (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/5982742,https://scholar.google.com/citations?user=8Ig2au4AAAAJ,2130,657,0,0,1,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
1244,"IMAN ASHARI, S.PD., M.PD",Pendidikan Guru Sekolah Dasar (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6782795,https://scholar.google.com/citations?user=ozUlr-8AAAAJ,19,18,40603,3159,1,0,0,0,0,0,0,0,0,0,0,Buruk,Tidak,
1245,HILALUDDIN H,Unknown,,https://sinta.kemdiktisaintek.go.id/authors/profile/6669600,,145,0,1858860,0,0,630,4,1,0,0,0,0,0,0,0,Cukup,Diperbaiki,Sinta Profile Rescued
1246,MUHAMMAD THAHIR AZIKIN,Teknik Sipil (S1),,https://sinta.kemdiktisaintek.go.id/authors/profile/6703664,,85,0,762092,0,0,16,2,1,0,0,0,0,0,0,0,Rendah,Diperbaiki,Sinta Profile Rescued
1247,GUNAWAN,Administrasi Pembangunan (S2),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/6687951,https://scholar.google.com/citations?user=4gCwGsUAAAAJ,7267,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Di-rollback karena rentan salah tarik (False Positive)
1248,RAHMAN,Sastra Indonesia (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6026442,https://scholar.google.com/citations?user=eVYwfdsAAAAJ,6073,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Koreksi: False Positive (Gagal Whitelist: Tidak ada keterangan 'Halu Oleo' atau 'UHO' di afiliasi)
1249,MUHAMMAD YUSUF,Ilmu Administrasi Negara (S1),Fakultas Ilmu Sosial dan Ilmu Politik,https://sinta.kemdiktisaintek.go.id/authors/profile/5987120,https://scholar.google.com/citations?user=WwK0njUAAAAJ,6053,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Di-rollback karena rentan salah tarik (False Positive)
1250,"SALEH, S.PD., M.PD.",Pendidikan Matematika (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/50447,https://scholar.google.com/citations?user=TJ0mZ8MAAAAJ,5132,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Koreksi: False Positive (Profil Google Scholar Dihapus/Tidak Ditemukan)
1251,FIRDAUS,Teknik Pertambangan (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6068570,https://scholar.google.com/citations?user=Amh7Ho8AAAAJ,4463,1169,4463,1169,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Di-rollback karena rentan salah tarik (False Positive)
1252,INDRA,Teknik Elektro (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6022378,https://scholar.google.com/citations?user=jrAonH8AAAAJ,4350,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Di-rollback karena rentan salah tarik (False Positive)
1253,SUMARLIN,Bimbingan dan Konseling (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6024016,https://scholar.google.com/citations?user=sumarlinjudet@uho.ac.id,3911,373,0,0,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Koreksi: False Positive (Gagal Whitelist: Tidak ada keterangan 'Halu Oleo' atau 'UHO' di afiliasi)
1254,JUNAID,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/5981297,https://scholar.google.com/citations?user=6hjrhasAAAAJ,3807,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Koreksi: False Positive (Profil Google Scholar Dihapus/Tidak Ditemukan)
1255,ERNAWATI,Ilmu Ekonomi (S2),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/5996301,https://scholar.google.com/citations?user=as5xQDkAAAAJ,3028,1346,3028,1346,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Di-rollback karena rentan salah tarik (False Positive)
1256,RACHMAN,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/258422,https://scholar.google.com/citations?user=Q2NCRuIAAAAJ,2964,930,0,0,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Di-rollback karena rentan salah tarik (False Positive)
1257,"ILHAM, S.H., M.H.",Ilmu Hukum (S1),Fakultas Hukum,https://sinta.kemdiktisaintek.go.id/authors/profile/6791963,https://scholar.google.com/citations?user=H9S_vegAAAAJ,2929,1259,3626,1596,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Koreksi: False Positive (Profil Google Scholar Dihapus/Tidak Ditemukan)
1258,MUHAMMAD YASIN,Pendidikan Guru Sekolah Dasar (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6777191,https://scholar.google.com/citations?user=VTB1W14AAAAJ,2588,865,2588,865,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Di-rollback karena rentan salah tarik (False Positive)
1259,ASMARANI,Kedokteran (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6006875,https://scholar.google.com/citations?user=5L8nMg0AAAAJ,2523,455,2523,455,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Di-rollback karena rentan salah tarik (False Positive)
1260,ROBIATUL ADAWIYAH,Agroteknologi (S1),Fakultas Pertanian,https://sinta.kemdiktisaintek.go.id/authors/profile/5988809,https://scholar.google.com/citations?user=N1CFHAkAAAAJ,2469,561,2469,561,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Koreksi: False Positive (Profil Google Scholar Dihapus/Tidak Ditemukan)
1261,MARDIN,Penyuluhan Pertanian (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6703522,https://scholar.google.com/citations?user=A_ZAcNAAAAAJ,2413,923,2391,908,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Di-rollback karena rentan salah tarik (False Positive)
1262,SRI WAHYUNI,Teknologi Pangan (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6662632,https://scholar.google.com/citations?user=9AG4S5sAAAAJ,2372,919,2372,919,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Koreksi: False Positive (Profil Google Scholar Dihapus/Tidak Ditemukan)
1263,ANSHARULLAH,Teknologi Pangan (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/5972950,https://scholar.google.com/citations?user=oy2JMSwAAAAJ,2257,424,10618800,360819,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Diperbaiki,Sinta Profile Rescued
1264,SAIFU,Ilmu Keolahragaan (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6106747,https://scholar.google.com/citations?user=8qsT9KIAAAAJ,2093,1043,2093,1043,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Koreksi: False Positive (Profil Google Scholar Dihapus/Tidak Ditemukan)
1265,FIRMANSYAH,Tradisi Lisan (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/5993301,https://scholar.google.com/citations?user=aKGQ1ZMAAAAJ,2061,966,2061,966,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Di-rollback karena rentan salah tarik (False Positive)
1266,ABDUL RAHMAN,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6652857,https://scholar.google.com/citations?user=FsSKklsAAAAJ,2059,857,0,0,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Di-rollback karena rentan salah tarik (False Positive)
1267,MUBARAK,Pendidikan Profesi Ners (Profesi),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6008223,https://scholar.google.com/citations?user=3bZH9IEAAAAJ,2048,692,2048,692,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Koreksi: False Positive (Gagal Whitelist: Tidak ada keterangan 'Halu Oleo' atau 'UHO' di afiliasi)
1268,MUHAMMAD HASBI,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6747286,https://scholar.google.com/citations?user=AJtwwZAAAAAJ,1877,392,0,0,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Koreksi: False Positive (Profil Google Scholar Dihapus/Tidak Ditemukan)
1269,SUKMAWATI,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/5973588,https://scholar.google.com/citations?user=nyd8AwoAAAAJ,1868,543,3619880,831828,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Diperbaiki,Sinta Profile Rescued
1270,SITI NURJANAH AHMAD,Teknik Sipil (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6658994,https://scholar.google.com/citations?user=FAN8yjQAAAAJ,1835,290,8734070,2739930,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Diperbaiki,Sinta Profile Rescued
1271,NURLAELA,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6665327,https://scholar.google.com/citations?user=qj0Vc_YAAAAJ,1756,610,0,0,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Koreksi: False Positive (Profil Google Scholar Dihapus/Tidak Ditemukan)
1272,ROSDIANA,Ilmu Kesejahteraan Sosial (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/5983492,https://scholar.google.com/citations?user=LdIiq4QAAAAJ,1731,712,0,0,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Koreksi: False Positive (Profil Google Scholar Dihapus/Tidak Ditemukan)
1273,AMOS,Ilmu Komunikasi (S1),Fakultas Ilmu Sosial dan Ilmu Politik,https://sinta.kemdiktisaintek.go.id/authors/profile/260274,https://scholar.google.com/citations?user=mLL_qYEAAAAJ,1725,604,0,0,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Koreksi: False Positive (Profil Google Scholar Dihapus/Tidak Ditemukan)
1274,LA ODE MUHAMMAD ASLAN,Budidaya Perairan (S1),Fakultas Perikanan dan Ilmu Kelautan,https://sinta.kemdiktisaintek.go.id/authors/profile/5983937,https://scholar.google.com/citations?user=36IX9_AAAAAJ,1604,206,6234150,528621,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Diperbaiki,Sinta Profile Rescued
1275,ADRIS ADE PUTRA,Teknik Rekayasa Infrastruktur dan Lingkungan (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6109964,https://scholar.google.com/citations?user=aEgBD1oAAAAJ,1571,489,6284280,986465,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Diperbaiki,Sinta Profile Rescued
1276,AMIRUDDIN,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6026258,https://scholar.google.com/citations?user=3zC-6DQAAAAJ,1560,789,0,0,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Koreksi: False Positive (Profil Google Scholar Dihapus/Tidak Ditemukan)
1277,YUSRAN,Agribisnis (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6008609,https://scholar.google.com/citations?user=pTNDGnMAAAAJ,1556,626,14135500,3589390,0,0,0,0,0,0,0,0,0,0,0,Berpengaruh,Ya,Di-rollback karena rentan salah tarik (False Positive)
